Identifier,Symbol,CompanyName,ACN,ABN,HomeMarket,GICSSector,GICSIndGrp,ASXSector,ASXSubSector,FormerNames,TradingStatus,ListDate,DelistDate,DelistReason,Address,City,State,Postcode,PhoneNumber,FaxNumber,WebAddress,EmailAddress,ISIN,RegistryId,Template,ASX300
SKY,SKY,Sky Metals Limited,098 952 035,46 098 952 035,ASX,15,1510,4,42,"Planet Gas Limited  (PGS), 19/06/2019",Trading,11/03/2004,,,2 Hawthorn Plc,Orange,NSW,2800,+61 2 6360 1587 ,,www.skymetals.com.au,admin@skymetals.com.au,AU0000049637,4738,indus,0
SKY-NZ,SKY-NZ,Sky Network Television,,,NZSE,,,,,,Delisted,,1/07/2005,,,,,,,,,,,4099,indus,0
SL1,SL1,Symbol Mining Limited,161 949 546,50 161 949 546,ASX,15,1510,,,"Swala Energy Limited (SWE), 28/12/2017",Delisted,18/04/2013,18/05/2021,"At the request of the Company, pending the release of an announcement.","Unit 6, 331-335 Hay St",Subiaco,WA,6008,+61 4 9382 8816 ,+61 4 1895 5727 ,www.symbolmining.com.au,info@swala-energy.com,AU000000SL13,4635,indus,0
SLA,SLA,Solara Minerals Limited,647 829 749,80 647 829 749,ASX,15,1510,,,"Lycaon Resources Limited (LYN), 06/03/2025",Trading,17/11/2021,,,"Level 2, 22 Mount St",Perth,WA,6000,+61 8 6188 8181 ,,www.solaraminerals.com.au,admin@lycaonresources.com,AU0000385841,4756,indus,0
SLA1,SLA1,Solagran Limited,002 592 396,48 002 592 396,ASX,35,3520,21,212,"Travelshop Limited (TVS), 13/02/2003; Paget Mining Limited (PGT) 17/02/2000; Paget Mining NL, 11/11/1999.",Delisted,22/12/1983,4/01/2016,"delisted from the close of trading on Thursday, 31 December 2015, pursuant to Listing rule 17.12 and Guidance Note 33",98-106 Moray St,Melbourne,VIC,3205,+61 3 9820 2699 ,+61 3 9820 3155 ,www.solagran.com,info@Solagran.com.au,AU000000SLA2,4737,indus,0
SLA2,SLA2,SILK Laser Australia Limited,645 400 399,,ASX,35,3510,,,,Delisted,15/12/2020,1/12/2023, Following lodgement of the Federal Court orders with ASIC approving the scheme of arrangement by which Australian Pharmaceutical Industries Pty Ltd will acquire all of the issued shares in SLA.,"Level 1, 137 The Pde",Norwood,SA,5067,+61 8 7225 6489 ,,www.silklaser.com.au,,AU0000121618,4737,indus,0
SLB,SLB,Stelar Metals Limited,651 636 065,43 651 636 065,ASX,15,1510,,,,Trading,18/03/2022,,,22 Greenhill Rd,Wayville,SA,5034,+61 8 8372 7881 ,+61 8 8372 7800 ,www.stelarmetals.com.au,info@stelarmetals.com.au,AU0000207268,4751,indus,0
SLC,SLC,Superloop Limited,169 163 094,96 169 263 094,ASX,50,5010,,,,Trading,4/06/2015,,,"Level 9, 12 Shelly St",Sydney,NSW,2000,+61 7 3905 2400 ,+61 7 3088 5998 ,www.superloop.com,info@superloop.com,AU000000SLC8,4673,indus,1
SLC1,SLC1,SoftLaw Corporation Limited,008 651 223,67 008 651 223,ASX,45,4510,22,222,,Delisted,12/12/2001,28/02/2005,Listing Rule 17.14.,Cnr.National Circuit and Bligh St,Barton,ACT,2600,,,www.softlaw.com.au,,,4738,indus,0
SLD1,SLD1,Salamander Gold Mines N.L. ,,,ASX,,,,,,Delisted,2/04/1987,9/01/1991,taken over by Petroleum Securities Australia Limited,"Level 2, 8-12 Bridge St",Sydney,NSW,2000,+61 2 251 8066,+61 2 251 2410,,,,4264,indus,0
SLE,SLE,Sino-Excel Energy Limited,085 162 456,20 085 162 456,ASX,10,1010,21,215,"Norwood Abbey Limited (NAL), 15/07/2011",Delisted,2/08/2000,30/08/2016,"delisted from the close of trading on Monday, 29 August 2016 pursuant to Listing rule 17.15.","Level 7, 564 St Kilda Rd",Melbourne,VIC,3004,+61 3 8530 3466 ,+61 3 8530 3411 ,www.sinox.net,info@sino-excel.com.au,AU000000SLE4,4737,indus,0
SLF,SLF,SPDR S&P/ASX 200 Listed Property Fund,ARSN 099 389 821,,ASX,40,4040,19,191,"StreetTRACKS S&P/ASX 200 Listed Property Fund, 11/05/2007.",Trading,18/02/2002,,,"Level 14, 420 George St",Sydney,NSW,2000,+61 2 9240 7600 ,+61 2 9240 7611 ,www.ssga.com,,AU000000SLF1,4673,propinvest,0
SLG,SLG,Solgold PLC,,,ASX,,,,,,Withdrawn Float,,,,,,,,,,,,AU000000SLG9,,indus,0
SLG1,SLG1,St Lukes Group Limited ,,,ASX,,,20,201,,Delisted,14/12/1993,6/09/2000,Pursuant to Listing Rule 17.11,"Level 3, Downtown Shopping Centre, 11-19 Custom St West",Auckland,New Zealand, ,+64 9 300 5420,+64 9 300 5429,www.stlukesgrp.co.nz,,,4738,propinvest,0
SLH,SLH,Silk Logistics Holdings Limited,165 867 372,,ASX,20,2030,,,,Trading,9/07/2021,,,"Unit 3, 850 Lorimer St",Port Melbourne,VIC,3207,+61 3 9281 6900 ,,www.silklogisticsholdings.com.au,investor@silklogisticsholdings.com.au,AU0000157083,4721,indus,0
SLH1,SLH1,Solander Holdings Limited ,002 786 281,,ASX,,,19,192,,Delisted,17/12/1987,4/08/1993,T/O by Hancock & Gore Limited,Cnr.Epsom Rd & Joynton Ave,Zetland,NSW,2017,+61 2 662 4222,+61 2 313 6123,,,,4262,propinvest,0
SLI,SLI,Shenglong International Investment Limited,,,ASX,,,,,,Withdrawn Float,,,," Level 20 , Central Square, 323 Castlereagh St",SYDNEY ,NSW,2000,+61 4 0685 6512 ,+86 755 2360 9344 ,http://shenglonginternational.com,info@sliil.com,AU000000SLI5,4736,indus,0
SLI-NZ,SLI-NZ,SLI Systems Limited,,,NZSE,45,4510,,,,Delisted,31/05/2013,11/01/2019,"Pursuant to footnote 5 of Main Board Listing Rule 5.4.1, NZX Regulation advises that the company will be delisted, and its ordinary shares will cease to be Quoted.","Level 1, Epic Centre, 78 -106 Manchester St",Christchurch,New Zealand,8011,+64 8 0075 4797 ,+64 3 961 3262 ,www.sli-systems.com,info@sli-systems.com,NZSLIE0002S5,4732,indus,0
SLL,SLL,Shale Energy Limited,,,ASX,,,,,,Withdrawn Float,,,,"Suite 1008, Level 10, 37 Bligh St",Sydney,NSW,2000,+61 2 9223 2497 ,,www.shaleenergy.com.au,,AU000000SLL9,4736,indus,0
SLL-NZ,SLL-NZ,Sky City Leisure Limited,,,NZSE,25,2530,24,243,"Force Corporation Limited (FOR-NZ), 17/09/2002.",Delisted,,30/06/2004,Pursuant to Listing Rule 5.4.2 to delist the company from the NZSX.,"Level 5, Force Corporation House, 82 Symonds Street",Auckland,,,+64 9 309 9137,+64 9 307 2522,,,,4099,indus,0
SLL1,SLL1,Sallmanns Limited ,,,ASX,,,,,,Delisted,13/08/1987,5/08/1992,delisted at request of the Directors,"Level 15, Barclays House, 25 Bligh St",Sydney,NSW,2000,+61 2 233 8833,+61 2 221 3316,,,,4217,indus,0
SLM,SLM,Solis Minerals Ltd,ARBN 653 083 026,,ASX,15,1510,,,,Trading,24/12/2021,,,"Unit 3, 32 Harrogate St",West Leederville,WA,6007,+61 8 6117 4798 ,,www.solisminerals.com,info@solisminerals.com,AU0000189029,4025,indus,0
SLM1,SLM1,Salmat Limited,002 724 638,11 002 724 638,ASX,50,5020,22,222,,Delisted,2/12/2002,4/09/2020,In accordance with Listing Rule 17.11 after security holders approved a resolution for a voluntary winding up and removal of SLM from the Official List.,"Level 2, 116 Miller St",North Sydney,NSW,2060,+61 2 9928 6500 ,+61 2 9928 6652 ,www.salmat.com.au,info@salmat.com.au,AU000000SLM7,4730,indus,0
SLN,SLN,Selwyn Mines Limited,090 637 255,22 090 637 255,ASX,15,1510,2,26,"Selwyn Mines Australia Limited (SLN), 30/03/2000.",Delisted,30/06/2000,29/08/2007,Delisted pursuant to Listing Rule 17.15.,"Level 8, 2 O'Connell St",Sydney,NSW,2000,+61 2 9223 9011,+61 2 9223 9976,www.selwynmines.com,sml@selwynmines.com,AU000000SLN5,4738,indus,0
SLP,SLP,Sylvania Platinum Limited,091 415 968,,ASX,15,1510,,,,Delisted,10/03/2011,27/04/2012,delisted at request of the Directors,"Level 1, 331 - 335 Hay St",Subiaco,WA,6008,+61 8 9226 4777 ,+61 8 9481 5044 ,www.sylvaniaresources.com,,BMG864081044,4025,indus,0
SLP1,SLP1,Stanilite Pacific Limited ,002 930 289,,ASX,15,1510,22,228,,Delisted,16/02/1989,29/08/1996,Removed from the Official List having failed to lodge Annual Listing Fees in respect of the year ended 30/06/96,424 Lane Cove Rd,North Ryde,NSW,2113,+61 2 325 1500,+61 2 325 1600, ,,BMG864081044,4253,indus,0
SLR,SLR,Silver Lake Resources Limited,108 779 782,38 108 779 782,ASX,15,1510,1,12,,Delisted,14/11/2007,21/06/2024,Following implementation of the scheme of arrangement  between SLR and its shareholders in connection with the acquisition of all the issued capital in SLR by Red 5 Limited.,"Suite 4, Level 3, South Shore Centre, 85 South Perth Esp",South Perth,WA,6151,+61 8 6313 3800 ,+61 8 6313 3888 ,www.slrltd.com.au,contact@slrltd.com.au,AU000000SLR6,4025,indus,0
SLR1,SLR1,Solartile (Aust) Limited ,,,ASX,,,,,,Delisted,26/02/1987,30/06/1992,Following closure of Second Board market,"Unit 2, 22 Loyalty Rd",North Rocks,NSW,2152,+61 2 630 7122,,,,,4356,indus,0
SLS,SLS,Solstice Minerals Limited,150 154 162,,ASX,15,1510,,,,Trading,2/05/2022,,,"Unit 2, 454 Roberts Rd",Subiaco,WA,6008,+61 8 9200 1838 ,,www.solsticeminerals.com.au,solstice@solsticeminerals.com.au,AU0000214157,4758,indus,0
SLS1,SLS1,Spatial Systems Limited ,003 071 369,26 003 071 369,ASX,,,22,225,,Delisted,5/11/1993,30/07/1997,Following advice from Spacetec IMC Corporation that has proceeded to compulsory acquisition under its takeover offer for the Company.,"Level 8, 139 Macquarie St",Sydney,NSW,2000,+61 2 9251 6385,+61 2 9251 5778, ,,,4357,indus,0
SLT-NZ,SLT-NZ,Standard Life Equity Income Trust Plc,,,NZSE,40,4020,19,191,"Deutsche Equity Income Trust Plc (DEI-NZ), 05/01/2006.",Delisted,24/12/2004,31/08/2006,,,,,,,,www.deutschebank.co.nz,,,4099,propinvest,0
SLV,SLV,Sylvania Resources Limited,091 415 968,80 091 415 968,ASX,15,1510,2,27, ,Delisted,14/02/2001,20/04/2011,In accordance with listing rule 17.11.,"Unit 2, Level 1, Churchill Ct, 331-335 Hay St",Subiaco,WA,6008,+61 8 9226 4777 ,+61 8 9481 5044 ,www.sylvaniaresources.com,info@sylvaniaresources.com,AU000000SLV8,4025,indus,0
SLX,SLX,Silex Systems Limited,003 372 067,69 003 372 067,ASX,20,2010,22,228, ,Trading,7/05/1998,,,"Building 64,Lucas Heights  Science & Technology Centre, New Illawarra Rd",Lucas Heights,NSW,2234,+61 2 9704 8888 ,+61 2 9704 8851 ,www.silex.com.au,investor.relations@silex.com.au,AU000000SLX4,4738,indus,1
SLZ,SLZ,Sultan Resources Limited,623 652 522,,ASX,15,1510,,,,Trading,16/08/2018,,,"Unit 1, 1 Centro Ave",Subiaco,WA,6008,+61 8 6559 1792 ,,www.sultanresources.com.au,info@sultanresources.com.au,AU0000016883,4756,indus,0
SM1,SM1,Synlait Milk Limited,ARBN 614 984 655,,ASX,30,3020,,,,Trading,25/11/2016,,,1028 Heslerton Rd 13,Rakaia ,New Zealand,7783,+64 3 373 3000 ,+64 3 373 3001 ,www.synlait.com,info@synlait.com,NZSMLE0001S9,4759,indus,0
SMC,SMC,Strategic Minerals Corporation NL,008 901 380,35 008 901 380,ASX,15,1510,1,12, ,Delisted,1/10/1981,19/10/2020,"In accordance with Listing Rule 17.14, being the 3rd business day following the date on which SMC's securities were suspended pursuant to Listing Rule 17.4A.","Level 23, 333 Ann St",Brisbane,QLD,4000,,,www.stratmin.com.au,admin@stratmin.com.au,AU000000SMC6,4756,indus,0
SMD1,SMD1,Samson Distributors Limited ,,,ASX,,,7,71,,Delisted,24/07/1986,30/06/1992,Following redemption of all units other,"Ground Floor, Prime House, 345 Harborne St",,,,,,,,,,indus,0
SMG,SMG,Silver Metal Group Limited,138 358 728,82 138 358 728,ASX,15,1510,2,27,"Thomson Resources Limited (TMZ), 18/12/2024",Delisted,17/12/2010,10/03/2025,"Under Listing Rule 17.12, with effect from the commencement of trading on Monday, 10 March 2025.","Level 1, 80 Chandos St",St Leonards,NSW,2065,+61 2 9906 6225 ,+61 2 9906 5233 ,www.thomsonresources.com.au,info@thomsonresources.com.au,AU0000374647,4736,indus,0
SMG1,SMG1,Soon Mining Limited,603 637 083,,ASX,15,1510,,,,Delisted,21/03/2016,29/08/2022,"At the request of the Company, pending the Company's compliance with Listing Rule 11.1.2 and Listing Rule 11.1.3.","Suite 1A, Level 1, 33 Queen St",Brisbane,QLD,4000,+61 7 3905 9430 ,,www.soonmining.com,info@soonmining.com,AU000000SMG7,3976,indus,0
SMI,SMI,Santana Minerals Limited,161 946 989,37 161 946 989,ASX,15,1510,,,,Trading,31/05/2013,,,"Level 1, 371 Queen St",Brisbane,QLD,4000,+61 7 3221 7501 ,+61 7 3221 0698 ,www.santanaminerals.com,admin@santanaminerals.com,AU000000SMI3,3976,indus,0
SMI1,SMI1,Howard Smith Limited ,004 071 845,,ASX,,,23,231,,Delisted,31/12/1962,17/10/2001,Following compulsory acquisition by Wesfarmer Limited.,"Level 22, 1 York St",Sydney,NSW,2000,+61 2 9230 1777,+61 2 9251 1190,www.howardsmith.com.au,,,4736,indus,0
SML-NZ,SML-NZ,Synlait Milk Limited,ARBN 614 984 655,,NZSE,30,3020,,,,Trading,23/07/2013,,,1028 Heslerton Rd 13,Rakaia ,New Zealand,7783,+64 3 373 3000 ,+64 3 373 3001 ,www.synlait.com,info@synlait.com,,4759,indus,0
SML1,SML1,Smith & Miles Holdings Limited,,,ASX,,,,,,Delisted,,2/10/1991,delisted due to failure to pay annual listing fee,"Level 11, 52 Clarence St",Sydney,NSW,2000,+61 2 296 693,+61 2 262 1453,,,,4362,indus,0
SMLL,SMLL,BetaShares Australian Small Companies Select Fund (Managed Fund) ,,,ASX,40,4020,,,,Trading,11/04/2017,,,"Level 46, 180 George St",Sydney,NSW,2000,+61 2 9290 6888 ,+61 2 9262 4950 ,www.betashares.com.au,info@betashares.com.au,AU00000SMLL9,4730,propinvest,0
SMM,SMM,Somerset Minerals Limited,625 645 338,70 625 645 338,ASX,15,1510,,,"Tempus Resources Ltd (TMR), 02/07/2024",Trading,15/08/2018,,,"Level 2, 22 Mount St",Perth,WA,6000,+61 8 6188 8181 ,+61 8 6188 8182 ,www.somersetminerals.com.au,info@somersetminerals.com.au,AU0000341232,4756,indus,0
SMM-NZ,SMM-NZ,Summit Resources Limited,009 474 775,86 009 474 775,NZSE,10,1010,2,27,"Summit Resources NL (SMM), 11/12/2000; Summit Gold NL (SMM), 09/09/1997.",Delisted,7/04/1994,23/07/2007,A result of the takeover by Paladin Resources Ltd.,129 Edward St,Perth,WA,6000,(08) 9227 9755,(08) 9328 6322,www.summitresources.com.au,info@summitresources.com.au,AU000000SMM5,,indus,0
SMM1,SMM1,Summit Resources Limited,009 474 775,86 009 474 775,ASX,10,1010,2,27,"Summit Resources NL (SMM), 11/12/2000; Summit Gold NL (SMM), 09/09/1997.",Delisted,7/04/1994,24/10/2018,"In accordance with Listing Rule 17.4, following despatch of the compulsory acquisition notices by Paladin Energy Ltd.","Level 4, 502 Hay St",Subiaco,WA,6008,+61 8 9381 4366 ,+61 8 9381 4978 ,www.summitresources.com.au,info@summitresources.com.au,AU000000SMM5,4025,indus,0
SMN,SMN,Structural Monitoring Systems Plc,ARBN 106 307 322,86 106 307 322,ASX,45,4520,11,114,,Trading,16/08/2004,,,"Suite 7, 29 The Ave",Nedlands,WA,6009,+61 8 6161 7412 ,+61 8 9467 6111 ,www.structuralmonitoring.systems,info@structuralmonitoring.systems,AU000000SMN3,4025,indus,0
SMP,SMP,Smartpay Holdings Limited,ARBN 160 712 210,,ASX,40,4020,,,,Trading,4/09/2013,,,205-209 Wairau Rd,Wairau Valley,Auckland,627,+64 9 442 2700 ,+64 9 442 2722 ,www.smartpay.co.nz,info@smartpay.co.nz,NZDMBE0001S2,4738,indus,0
SMR,SMR,Stanmore Resources Limited,131 920 968,27 131 920 968,ASX,15,1510,4,45,"Stanmore Coal Limited (SMR), 13/05/2021",Trading,9/12/2009,,,"Level 32, 12 Creek St",Brisbane,QLD,4000,+61 7 3238 1000 ,+61 7 3238 1098 ,www.stanmorecoal.com.au,info@stanmorecoal.com.au,AU000000SMR4,3976,indus,1
SMS,SMS,Star Minerals Limited ,648 048 631,53 648 048 631,ASX,15,1510,,,,Trading,27/10/2021,,,191B Carr Pl,Leederville,WA,6007,+61 8 9226 1860 ,,www.starminerals.com.au,info@starminerals.com.au,AU0000168874,4756,indus,0
SMS1,SMS1,Sino Rare Precious Metals Limited,,,ASX,,,,,,Withdrawn Float,,,,"Suite 8, Endeavour Corporate, 7 The Esp",Mount Pleasant,WA,6153,+61 8 9481 0389 ,,www.sinoraremetals.com,,AU000000SMS2,4172,indus,0
SMW-NZ,SMW-NZ,SMW Group,,,NZSE,15,1510,19,192,"NZIJ.co.nz Limited (NZI-NZ), 14/12/2003; Widespread Portfolios Limited (WID-NZ), 06/05/2013; Aorere Resources Limited (AOR-NZ), 03/07/2020",Delisted,28/06/2000,4/04/2022,SMW Group Limited advises that the Board has been reviewing options for SMW and has resolved to apply to NZ Reg Co to de-list and continue operations as an unlisted widely held New Zealand company.,"Level 1, 93 The Tce",Wellington,New Zealand,7142,+64 4 471 9428 ,,www.smwgroup.com.au,admin@smwgroup.com.au,NZNZIE0007S5,4732,indus,0
SMX,SMX,Strata Minerals Limited,631 513 696,52 631 513 696,ASX,15,1510,,,"Nickelx Limited (NKL), 19/09/2024",Trading,7/05/2021,,,"Level 5, 191 St Georges Tce",Perth,WA,6000,+61 8 9322 7600 ,,www.nickelxlimited.com,info@nickelxlimited.com,AU0000353658,4756,indus,0
SMX1,SMX1,SMS Management and Technology Limited,009 558 865,49 009 558 865,ASX,45,4510,22,226,"SMS Management & Technology Limited (SAS) 08/08/2001;Sausage Software Limited (SAS), 03/07/2001; Pirie Capital Ltd (PIC), 10/09/1996; American Corporate Limited, 23/08/1994.",Delisted,12/12/1986,28/09/2017,In accordance with listing rule 17.11 following implementation of the scheme of arrangement between the Company and its shareholders in connection with the acquisition of all of the Company's shares by ASG Group Limited.,"Level 41, 140 William St",Melbourne,VIC,3000,+61 1300 842 767 ,+61 1300 329 767 ,www.smsmt.com,mailbox@smsmt.com,AU000000SMX2,4730,indus,0
SMX2,SMX2,Security Matters Limited,626 192 998,,ASX,45,4510,,,,Delisted,15/10/2018,9/03/2023,"In accordance with Listing Rule 17.11, following implementation of schemes of arrangement between SMX and its securityholders in connection with acquisition of all issued capital in SMX by Empatan PLC and merger of Empatan PLC and Lionheart III Corp.","Level 25, 525 Collins St",Melbourne,VIC,3000,+61 3 9205 2093 ,+61 3 9205 2055 ,https://smx.tech,info@securitymattersltd.com,AU0000021214,4736,indus,0
SNAS,SNAS,Global X Ultra Short Nasdaq 100 Hedge Fund,ARSN 636 515 887,,ASX,40,4020,,,"ETFS Ultra Short Nasdaq 100 Hedge Fund (SNAS), 19/09/2022",Trading,13/07/2020,,,"Level 9, 115 Pitt St",Sydney,NSW,2000,+61 2 9182 0520 ,,www.globalxetfs.com.au,infoAU@etfsecurities.com.au,AU0000087736,4738,propinvest,0
SNC,SNC,Sandon Capital Investments Limited,107 772 467,,ASX,40,4020,,,,Trading,23/12/2013,,,"Level 5, 139 Macquarie St",Sydney,NSW,2000,+61 2 8014 1188 ,+61 2 8084 9918 ,www.sandoncapital.com.au,info@sandoncapital.com.au,AU000000SNC4,4673,propinvest,0
SNC1,SNC1,Sonacom Limited,009 192 330,73 009 192 330,ASX,20,2010,22,228,"Goldnugget NL, 04/06/1987; Consolidated Mining and Finance Ltd (CMI), 18/04/1991; Consolidated Properties and Finance Ltd (CPF), 17/12/1992; Consolidated Investment and Finance Ltd (CPF), 12/06/1996; Greater Indochina Investments Limited (GII), 24/10/2000.",Delisted,5/07/1990,11/09/2002,Following the receipt of the compulsory acquisition notice by Zylotech Limited under its takeover offer.,"Level 6, 15 Young St",Sydney,NSW,2000,+61 2 9247 8011,+61 2 9251 1349,www.sonacom.com.au,info@sonacom.com.au,,4172,indus,0
SND,SND,Saunders International Limited,050 287 431,14 050 287 431,ASX,20,2010,11,113,,Trading,5/12/2007,,,"Suite 101, Level 1, 3 Rider Bvd",Rhodes,NSW,2138,+61 2 9792 2444 ,+61 2 9771 2640 ,www.saundersint.com,mail@saundersint.com,AU000000SND2,4673,indus,0
SND1,SND1,Sundowner Minerals N.L. ,,,ASX,,,1,11,,Delisted,,20/08/1992,Following selective reduction of capital,"Level 19, 221 St. Georges Tce",Perth,WA,6000,+61 9 322 7211,+61 9 481 4907,,,,,indus,0
SNE,SNE,Somerton Energy Limited,089 956 150,38 089 956 150,ASX,10,1010,4,42,"Essential Petroleum Resources Limited (EPR), 04/05/2010.",Delisted,9/02/2001,29/06/2012,delisted following the completion of the compulsory acquisition process by Cooper Energy Limited (COE).,"Level 5, 70 Pirie St",Adelaide,SA,5000,+61 8 8100 4900 ,+61 8 8227 0544 ,www.somertonenergy.com.au,info@somerton.com.au,AU000000SNE0,4737,indus,0
SNG,SNG,Siren Gold Limited,619 211 826,59 619 211 826,ASX,15,1510,,,,Trading,7/10/2020,,,"Level 2, 41 Ord St",West Perth,WA,6005,+61 8 6458 4200 ,,www.sirengold.com.au,admin@sirengold.com.au,AU0000104069,4756,indus,0
SNH,SNH,Shine Fisheries Limited ,009 229 618,,ASX,,,9,91,,Delisted,10/06/1987,19/07/1994,taken over by Seafront Investments Pty Limited,"Level 1, 72 Marine Tce",Fremantle,WA,6160,+61 9 430 4148,+61 9 335 2476, ,,,4172,indus,0
SNL,SNL,Supply Network Limited,003 135 680,12 003 135 680,ASX,25,2550,22,225,"Multispares Holdings Ltd (MSG), 12/12/2002; Merlind Ltd (MLL), 05/12/1994.",Trading,10/09/1987,,,1 Turnbull Cl,Pemulwuy,NSW,2145,+61 2 8624 8077 ,,www.supplynetwork.com.au,admin@supplynetwork.com.au,AU000000SNL5,4759,indus,1
SNL1,SNL1,Smith & Lane Holdings Limited ,,,ASX,,,,,,Delisted,,26/06/1991,Smith & Lane Holdings Limited ,"Suite 1701, 44 Market St",Sydney,NSW,2000,+61 2 290 2600,,,,,,indus,0
SNN,SNN,Sonnet Corporation Limited,009 239 285,52 009 239 285,ASX,45,4510,22,226,"Maxis Corporation Limited (MXS), 31/10/2003; Capital Energy NL (CAE), 01/02/2000; Quicksilver Resources N.L. (QSR), 27/09/1994.",Delisted,25/01/1990,21/08/2007,Delisted pursuant to listing rule 17.14.,"Unit 18, 39 Herbert St",St Leonards,NSW,2065,+61 2 8425 4444,+61 2 8425 4455,www.sonnet.com.au,investor@sonnet.com.au,AU000000SNN1,4738,indus,0
SNR,SNR,Synergy Plus Limited,091 126 082,31 091 126 082,ASX,45,4510,22,226,"eTick Limited (ETK), 21/07/2006. ComputerCorp Limited (CZP) on 30/11/2009.",Delisted,6/12/2000,5/04/2016,"delisted from the commencement of trading on Tuesday, 5 April 2016, pursuant to Listing rule 17.12.","Level G, 8 St Georges Tce",Perth,WA,8000,+61 2 8263 0515 ,+61 2 8263 0500 ,www.synergy.com.au,,AU000000SNR2,4172,indus,0
SNR1,SNR1,Sentron Limited ,,,ASX,,,,,,Delisted,28/08/1985,14/03/1990,Failure to pay annual listing fees,5 Neil St,Osborne Park,WA,6017,+61 9 444 5577,+61 9 444 7336,,,,4314,indus,0
SNS,SNS,SenSen Networks Limited,121 257 412,67 121 257 412,ASX,45,4510,2,22,"Bushveld Platinum Limited (BVP), 12/03/2008. Australian Motor Finance Group Ltd (AGQ), 19/01/2011; Orpheus Energy Limited (OEG), 19/10/2017)",Trading,31/05/2007,,,"Suite 2, 570 City Rd",South Melbourne,VIC,3205,+61 3 9417 5368 ,,www.sensen.ai,info@sensen.ai,AU000000SNS0,4758,indus,0
SNT,SNT,Syntara Limited,082 811 630,75 082 811 630,ASX,35,3520,21,211,"Pharmaxis Limited PXS (11/11/2003); Pharmaxis Ltd (PXS), 07/12/2023",Trading,10/11/2003,,,20 Rodborough Rd,Frenchs Forest,NSW,2086,+61 2 9454 7200 ,+61 2 9451 3622 ,www.syntaraTX.com.au,info@Syntara.com.au,AU0000312480,4736,indus,0
